name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews
Selma,2014,PG-13,2h 8min,Biography; Drama; History; ,9 January 2015 (USA),7.5,83285,264
Malcolm X,1992,PG-13,3h 22min,Biography; Drama; History; ,18 November 1992 (USA),7.7,82521,183
The New World,2005,PG-13,2h 15min,Biography; Drama; History; ,20 January 2006 (USA),6.7,81466,721
The Death of Stalin,2017,R,1h 47min,Comedy; Drama; History; ,9 March 2018 (USA),7.2,80253,327
Centurion,2010,R,1h 37min,Action; Drama; History; ,30 July 2010 (USA),6.4,76569,234
The Duchess,2008,PG-13,1h 50min,Biography; Drama; History; ,10 October 2008 (USA),6.9,76558,157
World Trade Center,2006,PG-13,2h 9min,Drama; Fantasy; History; ,9 August 2006 (USA),5.9,76405,580
The King,2019,R,2h 20min,Biography; Drama; History; ,1 November 2019 (USA),7.2,76205,684
The Lost City of Z,2016,PG-13,2h 21min,Biography; Drama; History; ,21 April 2017 (USA),6.6,75131,251
Jackie,2016,R,1h 40min,Biography; Drama; History; ,2 December 2016 (USA),6.7,70888,320
The Water Diviner,2014,R,1h 51min,Drama; History; War; ,17 April 2015 (India),7.0,69915,223
Amistad,1997,R,2h 35min,Biography; Drama; History; ,25 December 1997 (USA),7.3,69328,240
The White Ribbon,2009,R,2h 24min,Drama; History; Mystery; ,5 March 2010 (USA),7.8,66893,212
Elizabeth: The Golden Age,2007,PG-13,1h 54min,Biography; Drama; History; ,12 October 2007 (USA),6.8,65530,237
Seabiscuit,2003,PG-13,2h 20min,Drama; History; Sport; ,25 July 2003 (USA),7.3,65166,468
Child 44,2015,R,2h 17min,Crime; Drama; History; ,9 May 2016 (India),6.5,63768,267
12 Strong,2018,R,2h 10min,Action; Drama; History; ,19 January 2018 (USA),6.6,63442,371
Quiz Show,1994,PG-13,2h 13min,Biography; Drama; History; ,7 October 1994 (USA),7.5,63232,177
The Finest Hours,2016,PG-13,1h 57min,Action; Drama; History; ,29 January 2016 (USA),6.8,59961,199
K-19: The Widowmaker,2002,PG-13,2h 18min,Drama; History; Thriller; ,19 July 2002 (USA),6.7,58258,291
The Young Victoria,2009,PG,1h 45min,Biography; Drama; History; ,8 January 2010 (USA),7.3,56451,108
Conquest 1453,2012,Not Rated,2h 42min,Action; Drama; History; ,25 April 2012 (USA),6.7,56021,154
The Mission,1986,PG,2h 5min,Adventure; Drama; History; ,31 October 1986 (USA),7.4,54283,214
Thirteen Days,2000,PG-13,2h 25min,Drama; History; Thriller; ,12 January 2001 (USA),7.3,52807,337
Woman in Gold,2015,PG-13,1h 49min,Biography; Drama; History; ,10 April 2015 (USA),7.3,52175,191
Macbeth,2015,R,1h 53min,Drama; History; War; ,11 December 2015 (USA),6.6,51643,219
Battleship Potemkin,1925,Not Rated,1h 6min,Drama; History; Thriller; ,24 December 1925 (Soviet Union),8.0,51403,208
Airlift,2016,Not Rated,2h 10min,Drama; History; ,22 January 2016 (USA),8.0,51394,208
The Longest Day,1962,G,2h 58min,Action; Drama; History; ,4 October 1962 (USA),7.8,51178,234
Midway,2019,PG-13,2h 18min,Action; Drama; History; ,8 November 2019 (USA),6.7,50395,854
A Bridge Too Far,1977,PG,2h 55min,Drama; History; War; ,15 June 1977 (USA),7.4,50195,248
The Killing Fields,1984,R,2h 21min,Biography; Drama; History; ,1 February 1985 (USA),7.8,50036,206
The Flowers of War,2011,R,2h 26min,Drama; History; Romance; ,16 December 2011 (China),7.6,48360,162
Hotel Mumbai,2018,R,2h 3min,Action; Drama; History; ,29 March 2019 (USA),7.6,47726,393
Miracle,2004,PG,2h 15min,Biography; Drama; History; ,6 February 2004 (USA),7.5,46453,315
Detroit,2017,R,2h 23min,Crime; Drama; History; ,4 August 2017 (USA),7.3,45804,202
The Passion of Joan of Arc,1928,Passed,1h 54min,Biography; Drama; History; ,25 October 1928 (France),8.1,45200,192
Cold War,2018,R,1h 29min,Drama; History; Music; ,8 June 2018 (Poland),7.6,44833,195
The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805
Alien,1979,R,1h 57min,Horror; Sci-Fi; ,22 June 1979 (USA),8.4,762793,1423
World War Z,2013,PG-13,1h 56min,Action; Adventure; Horror; ,21 June 2013 (USA),7.0,586801,1125
Psycho,1960,R,1h 49min,Horror; Mystery; Thriller; ,8 September 1960 (USA),8.5,580951,1263
Shaun of the Dead,2004,R,1h 39min,Comedy; Horror; ,24 September 2004 (USA),7.9,499244,971
Get Out,2017,R,1h 44min,Horror; Mystery; Thriller; ,24 February 2017 (USA),7.7,465577,1566
It,2017,R,2h 15min,Horror; ,8 September 2017 (USA),7.3,437678,1914
The Conjuring,2013,R,1h 52min,Horror; Mystery; Thriller; ,19 July 2013 (USA),7.5,427067,1054
Split,2016,PG-13,1h 57min,Horror; Thriller; ,20 January 2017 (USA),7.3,404539,986
A Quiet Place,2018,PG-13,1h 30min,Drama; Horror; Sci-Fi; ,6 April 2018 (USA),7.5,385782,2882
Saw,2004,R,1h 43min,Horror; Mystery; ,29 October 2004 (USA),7.6,369825,1612
28 Days Later...,2002,R,1h 53min,Drama; Horror; Sci-Fi; ,27 June 2003 (USA),7.6,367391,1513
Cloverfield,2008,PG-13,1h 25min,Action; Adventure; Horror; ,18 January 2008 (USA),7.0,365910,2336
The Cabin in the Woods,2011,R,1h 35min,Horror; ,13 April 2012 (USA),7.0,363506,1190
The Thing,1982,R,1h 49min,Horror; Mystery; Sci-Fi; ,25 June 1982 (USA),8.1,356786,1095
The Exorcist,1973,R,2h 2min,Horror; ,26 December 1973 (USA),8.0,352076,1220
Sweeney Todd: The Demon Barber of Fleet Street,2007,R,1h 56min,Drama; Horror; ,21 December 2007 (USA),7.3,335791,832
The Others,2001,PG-13,1h 44min,Horror; Mystery; Thriller; ,10 August 2001 (USA),7.6,328624,1147
Sleepy Hollow,1999,R,1h 45min,Fantasy; Horror; Mystery; ,19 November 1999 (USA),7.3,320861,1023
The Ring,2002,PG-13,1h 55min,Horror; Mystery; ,18 October 2002 (USA),7.1,313252,1666
Hellboy,2004,PG-13,2h 2min,Action; Fantasy; Horror; ,2 April 2004 (USA),6.8,301510,649
Constantine,2005,R,2h 1min,Action; Fantasy; Horror; ,18 February 2005 (USA),7.0,296689,1074
Interview with the Vampire: The Vampire Chronicles,1994,R,2h 3min,Drama; Horror; ,11 November 1994 (USA),7.6,287602,462
10 Cloverfield Lane,2016,PG-13,1h 43min,Drama; Horror; Mystery; ,11 March 2016 (USA),7.2,280919,752
From Dusk Till Dawn,1996,R,1h 48min,Action; Crime; Horror; ,19 January 1996 (USA),7.2,279303,664
Scream,1996,R,1h 51min,Horror; Mystery; ,20 December 1996 (USA),7.2,276753,969
The Mist,2007,R,2h 6min,Horror; Sci-Fi; ,21 November 2007 (USA),7.1,274365,1184
Alien 3,1992,R,1h 54min,Action; Horror; Sci-Fi; ,22 May 1992 (USA),6.5,269938,903
Insidious,2010,PG-13,1h 43min,Horror; Mystery; Thriller; ,1 April 2011 (USA),6.8,269839,885
Annihilation,2018,R,1h 55min,Adventure; Drama; Horror; ,23 February 2018 (USA),6.9,267574,1909
Bird Box,2018,R,2h 4min,Drama; Horror; Sci-Fi; ,21 December 2018 (USA),6.6,262311,2765
28 Weeks Later,2007,R,1h 40min,Horror; Sci-Fi; ,11 May 2007 (USA),7.0,253591,789
1408,2007,PG-13,1h 44min,Fantasy; Horror; Mystery; ,22 June 2007 (USA),6.8,250909,635
Alien: Covenant,2017,R,2h 2min,Horror; Sci-Fi; Thriller; ,19 May 2017 (USA),6.4,245959,2058
Resident Evil,2002,R,1h 40min,Action; Horror; Sci-Fi; ,15 March 2002 (USA),6.7,242106,1175
Dark Shadows,2012,PG-13,1h 53min,Comedy; Fantasy; Horror; ,11 May 2012 (USA),6.2,241602,528
Blade,1998,R,2h,Action; Horror; Sci-Fi; ,21 August 1998 (USA),7.1,238439,631
Dawn of the Dead,2004,R,1h 41min,Action; Horror; ,19 March 2004 (USA),7.3,229395,1102
Saw II,2005,R,1h 33min,Horror; Mystery; ,28 October 2005 (USA),6.6,227842,885
The Blair Witch Project,1999,R,1h 21min,Horror; Mystery; ,30 July 1999 (USA),6.5,226133,3515
Final Destination,2000,R,1h 38min,Horror; Thriller; ,17 March 2000 (USA),6.7,223423,727
Alien: Resurrection,1997,R,1h 49min,Action; Horror; Sci-Fi; ,26 November 1997 (USA),6.2,222998,726
Pitch Black,2000,R,1h 49min,Action; Horror; Sci-Fi; ,18 February 2000 (USA),7.1,221434,825
Halloween,1978,R,1h 31min,Horror; Thriller; ,27 October 1978 (USA),7.8,220718,1434
Paranormal Activity,2007,R,1h 26min,Horror; Mystery; Thriller; ,16 October 2009 (USA),6.3,216058,1262
The Conjuring 2,2016,R,2h 14min,Horror; Mystery; Thriller; ,10 June 2016 (USA),7.3,215863,548
Warm Bodies,2013,PG-13,1h 38min,Comedy; Horror; Romance; ,1 February 2013 (USA),6.9,215658,378
Hereditary,2018,R,2h 7min,Drama; Horror; Mystery; ,8 June 2018 (USA),7.3,214947,3086
Sinister,2012,R,1h 50min,Horror; Mystery; Thriller; ,12 October 2012 (USA),6.8,212002,667
Silent Hill,2006,R,2h 5min,Horror; ,21 April 2006 (USA),6.5,210033,1796
Don't Breathe,2016,R,1h 28min,Crime; Horror; Thriller; ,26 August 2016 (USA),7.1,209689,639
Us,2019,R,1h 56min,Horror; Mystery; Thriller; ,22 March 2019 (USA),6.9,204733,3049
It Follows,2014,R,1h 40min,Horror; Mystery; Thriller; ,13 March 2015 (USA),6.8,201008,997
Life,2017,R,1h 44min,Horror; Sci-Fi; Thriller; ,24 March 2017 (USA),6.6,199775,1042
A Nightmare on Elm Street,1984,R,1h 31min,Horror; ,16 November 1984 (USA),7.5,198628,784
The Purge,2013,R,1h 25min,Horror; Thriller; ,7 June 2013 (USA),5.7,197141,736
The Descent,2005,R,1h 39min,Adventure; Horror; Thriller; ,4 August 2006 (USA),7.2,195614,1226
Blade II,2002,R,1h 57min,Action; Fantasy; Horror; ,22 March 2002 (USA),6.7,195387,574
Hansel & Gretel: Witch Hunters,2013,R,1h 28min,Action; Fantasy; Horror; ,25 January 2013 (USA),6.1,191273,345
Gremlins,1984,PG,1h 46min,Comedy; Fantasy; Horror; ,8 June 1984 (USA),7.3,190570,318
The Babadook,2014,Not Rated,1h 34min,Drama; Horror; ,28 November 2014 (USA),6.8,188571,847
Orphan,2009,R,2h 3min,Horror; Mystery; Thriller; ,24 July 2009 (USA),6.9,186072,489
The Witch,2015,R,1h 32min,Drama; Horror; Mystery; ,19 February 2016 (USA),6.9,185878,982
Bram Stoker's Dracula,1992,R,2h 8min,Horror; ,13 November 1992 (USA),7.4,185695,744
Rosemary's Baby,1968,R,2h 17min,Drama; Horror; ,17 October 1968 (France),8.0,185587,557
Drag Me to Hell,2009,PG-13,1h 39min,Horror; Thriller; ,29 May 2009 (USA),6.5,184255,782
It Chapter Two,2019,R,2h 49min,Drama; Fantasy; Horror; ,6 September 2019 (USA),6.6,183539,2182
Resident Evil: Apocalypse,2004,R,1h 34min,Action; Horror; Sci-Fi; ,10 September 2004 (USA),6.2,182625,695
Mother!,2017,R,2h 1min,Drama; Horror; Mystery; ,15 September 2017 (USA),6.6,182167,2074
Alien vs. Predator,2004,PG-13,1h 41min,Action; Adventure; Horror; ,13 August 2004 (USA),5.6,180961,1345
The Evil Dead,1981,NC-17,1h 25min,Horror; ,15 April 1983 (USA),7.5,180957,833
Resident Evil: Extinction,2007,R,1h 34min,Action; Horror; Sci-Fi; ,21 September 2007 (USA),6.3,180099,383
Grindhouse,2007,R,3h 11min,Action; Horror; Thriller; ,6 April 2007 (USA),7.5,175669,534
Saw III,2006,R,1h 48min,Horror; Mystery; Thriller; ,27 October 2006 (USA),6.2,174387,646
The Woman in Black,2012,PG-13,1h 35min,Drama; Fantasy; Horror; ,3 February 2012 (USA),6.4,171207,568
Pi,1998,R,1h 24min,Drama; Horror; Mystery; ,10 July 1998 (USA),7.4,166806,610
Hostel,2005,R,1h 34min,Horror; ,6 January 2006 (USA),5.9,165882,1566
Mama,2013,PG-13,1h 40min,Horror; Thriller; ,18 January 2013 (USA),6.2,165839,365
The Birds,1963,PG-13,1h 59min,Drama; Horror; Mystery; ,29 March 1963 (USA),7.7,165748,545
Midsommar,2019,R,2h 28min,Drama; Horror; Mystery; ,3 July 2019 (USA),7.1,165346,2580
Carrie,1976,R,1h 38min,Horror; ,16 November 1976 (USA),7.4,162668,545
Tucker and Dale vs Evil,2010,R,1h 29min,Comedy; Horror; ,9 December 2010 (Kazakhstan),7.5,161404,294
30 Days of Night,2007,R,1h 53min,Action; Horror; Thriller; ,19 October 2007 (USA),6.6,161126,579
Resident Evil: Afterlife,2010,R,1h 36min,Action; Adventure; Horror; ,10 September 2010 (USA),5.8,159189,430
Army of Darkness,1992,R,1h 21min,Comedy; Horror; ,19 February 1993 (USA),7.5,158954,658
The Hills Have Eyes,2006,R,1h 47min,Horror; Thriller; ,10 March 2006 (USA),6.4,155206,889
The Fly,1986,R,1h 36min,Drama; Horror; Sci-Fi; ,15 August 1986 (USA),7.6,154294,339
Event Horizon,1997,R,1h 36min,Horror; Sci-Fi; Thriller; ,15 August 1997 (USA),6.7,153203,953
Evil Dead,2013,R,1h 31min,Fantasy; Horror; Thriller; ,5 April 2013 (USA),6.5,153169,899
Scream 2,1997,R,2h,Horror; Mystery; ,12 December 1997 (USA),6.2,152554,522
Insidious: Chapter 2,2013,PG-13,1h 46min,Horror; Mystery; Thriller; ,13 September 2013 (USA),6.6,150300,313
Final Destination 2,2003,R,1h 30min,Horror; Thriller; ,31 January 2003 (USA),6.2,148408,495
What We Do in the Shadows,2014,R,1h 26min,Comedy; Horror; ,13 February 2015 (USA),7.7,148076,338
Abraham Lincoln: Vampire Hunter,2012,R,1h 45min,Action; Fantasy; Horror; ,22 June 2012 (USA),5.9,147007,394
Scary Movie 2,2001,R,1h 23min,Comedy; Horror; ,4 July 2001 (USA),5.3,146277,559
From Hell,2001,R,2h 2min,Horror; Mystery; Thriller; ,19 October 2001 (USA),6.8,144083,553
The Orphanage,2007,R,1h 45min,Drama; Fantasy; Horror; ,11 January 2008 (USA),7.4,143875,339
Train to Busan,2016,TV-MA,1h 58min,Action; Horror; Thriller; ,21 October 2016 (India),7.5,143773,668
Evil Dead II,1987,R,1h 24min,Comedy; Horror; ,13 March 1987 (USA),7.8,143769,594
Underworld Awakening,2012,R,1h 28min,Action; Fantasy; Horror; ,20 January 2012 (USA),6.4,143381,297
The Pianist,2002,R,2h 30min,Biography; Drama; Music; ,28 March 2003 (USA),8.5,701576,924
Whiplash,2014,R,1h 46min,Drama; Music; ,20 February 2015 (India),8.5,683157,1195
La La Land,2016,PG-13,2h 8min,Comedy; Drama; Music; ,25 December 2016 (USA),8.0,482858,1772
Bohemian Rhapsody,2018,PG-13,2h 14min,Biography; Drama; Music; ,2 November 2018 (USA),8.0,428335,3356
A Star Is Born,2018,R,2h 16min,Drama; Music; Romance; ,5 October 2018 (USA),7.7,313113,2664
Pitch Perfect,2012,PG-13,1h 52min,Comedy; Music; Romance; ,5 October 2012 (USA),7.2,269390,316
School of Rock,2003,PG-13,1h 49min,Comedy; Music; ,3 October 2003 (USA),7.1,260266,517
8 Mile,2002,R,1h 50min,Drama; Music; ,8 November 2002 (USA),7.1,243272,611
Some Like It Hot,1959,Not Rated,2h 1min,Comedy; Music; Romance; ,19 March 1959 (USA),8.2,236252,415
Walk the Line,2005,PG-13,2h 16min,Biography; Drama; Music; ,18 November 2005 (USA),7.8,227982,897
Dirty Dancing,1987,PG-13,1h 40min,Drama; Music; Romance; ,21 August 1987 (USA),7.0,194794,462
Get Him to the Greek,2010,R,1h 49min,Comedy; Music; ,4 June 2010 (USA),6.4,167212,220
High Fidelity,2000,R,1h 53min,Comedy; Drama; Music; ,31 March 2000 (USA),7.5,164661,627
Wayne's World,1992,PG-13,1h 34min,Comedy; Music; ,14 February 1992 (USA),7.0,140324,199
Begin Again,2013,R,1h 44min,Comedy; Drama; Music; ,11 July 2014 (USA),7.4,138458,262
Pitch Perfect 2,2015,PG-13,1h 55min,Comedy; Music; ,15 May 2015 (USA),6.4,138421,221
Ray,2004,PG-13,2h 32min,Biography; Drama; Music; ,29 October 2004 (USA),7.7,135305,460
Inside Llewyn Davis,2013,R,1h 44min,Comedy; Drama; Music; ,10 January 2014 (USA),7.5,134564,381
The Wedding Singer,1998,PG-13,1h 37min,Comedy; Music; Romance; ,13 February 1998 (USA),6.8,131174,362
This Is Spinal Tap,1984,R,1h 22min,Comedy; Music; ,2 March 1984 (USA),7.9,125864,366
Billy Elliot,2000,R,1h 50min,Drama; Music; ,10 November 2000 (USA),7.7,122980,469
Rocketman,2019,R,2h 1min,Biography; Drama; Music; ,31 May 2019 (USA),7.3,120440,944
"Hail, Caesar!",2016,PG-13,1h 46min,Comedy; Drama; Music; ,5 February 2016 (USA),6.3,120378,445
The Bodyguard,1992,R,2h 9min,Action; Drama; Music; ,25 November 1992 (USA),6.3,115475,158
If I Stay,2014,PG-13,1h 47min,Drama; Fantasy; Music; ,22 August 2014 (USA),6.7,113203,168
Once,2007,R,1h 26min,Drama; Music; Romance; ,15 June 2007 (USA),7.8,108624,365
Step Up,2006,PG-13,1h 44min,Crime; Drama; Music; ,11 August 2006 (USA),6.5,108504,285
Bill & Ted's Excellent Adventure,1989,PG,1h 30min,Adventure; Comedy; Music; ,17 February 1989 (USA),6.9,107579,228
Pirate Radio,2009,R,1h 57min,Comedy; Drama; Music; ,13 November 2009 (USA),7.4,105802,241
Coyote Ugly,2000,PG-13,1h 40min,Comedy; Drama; Music; ,4 August 2000 (USA),5.7,104700,389
Green Room,2015,R,1h 35min,Horror; Music; Thriller; ,13 May 2016 (USA),7.0,102334,321
August Rush,2007,PG,1h 54min,Drama; Music; ,21 November 2007 (USA),7.5,101979,397
Yesterday,2019,PG-13,1h 56min,Comedy; Fantasy; Music; ,28 June 2019 (USA),6.8,100978,934
Tenacious D in the Pick of Destiny,2006,R,1h 33min,Adventure; Comedy; Music; ,22 November 2006 (USA),6.8,99944,208
Music and Lyrics,2007,PG-13,1h 44min,Comedy; Music; Romance; ,14 February 2007 (USA),6.5,94921,300
Nick and Norah's Infinite Playlist,2008,PG-13,1h 30min,Comedy; Drama; Music; ,3 October 2008 (USA),6.6,87186,157
Three Colors: Blue,1993,R,1h 34min,Drama; Music; Mystery; ,8 September 1993 (France),7.9,85415,197
To Rome With Love,2012,R,1h 52min,Comedy; Music; Romance; ,6 July 2012 (USA),6.3,82764,180
Crazy Heart,2009,R,1h 52min,Drama; Music; Romance; ,5 February 2010 (USA),7.2,82500,248
Sing Street,2016,PG-13,1h 46min,Comedy; Drama; Music; ,17 March 2016 (Ireland),7.9,81933,196
The Doors,1991,R,2h 20min,Biography; Drama; Music; ,1 March 1991 (USA),7.2,81792,243
La Vie En Rose,2007,PG-13,2h 20min,Biography; Drama; Music; ,20 July 2007 (USA),7.6,80970,247
The Last Song,2010,PG,1h 47min,Drama; Music; Romance; ,31 March 2010 (USA),6.0,79196,207
Step Up 2: The Streets,2008,PG-13,1h 38min,Drama; Music; Romance; ,14 February 2008 (USA),6.2,78573,114
The Piano,1993,R,2h 1min,Drama; Music; Romance; ,11 February 1994 (USA),7.6,76889,269
Burlesque,2010,PG-13,1h 59min,Drama; Music; ,24 November 2010 (USA),6.4,76164,252
Frank,2014,R,1h 35min,Comedy; Drama; Music; ,5 September 2014 (USA),7.0,73451,146
Youth,2015,R,2h 4min,Comedy; Drama; Music; ,4 December 2015 (USA),7.3,69311,164
Saturday Night Fever,1977,R,1h 58min,Drama; Music; ,16 December 1977 (USA),6.8,68890,254
Footloose,1984,PG,1h 47min,Drama; Music; Romance; ,17 February 1984 (USA),6.6,67658,141
Dreamgirls,2006,PG-13,2h 10min,Drama; Music; ,25 December 2006 (USA),6.5,67216,528
Walk Hard: The Dewey Cox Story,2007,R,1h 36min,Comedy; Drama; Music; ,21 December 2007 (USA),6.8,65673,226
That Thing You Do!,1996,PG,1h 48min,Comedy; Drama; Music; ,4 October 1996 (USA),6.9,60721,228
Control,2007,R,2h 2min,Biography; Drama; Music; ,26 September 2007 (France),7.7,60379,156
Black Snake Moan,2006,R,1h 56min,Drama; Music; ,2 March 2007 (USA),6.9,60135,224
Coffee and Cigarettes,2003,R,1h 35min,Comedy; Drama; Music; ,11 June 2004 (USA),7.1,58500,178
Top Secret!,1984,PG,1h 30min,Comedy; Music; ,8 June 1984 (USA),7.2,58341,180
The Legend of 1900,1998,R,2h 49min,Drama; Music; Romance; ,28 October 1998 (Italy),8.1,56898,276
Save the Last Dance,2001,PG-13,1h 52min,Drama; Music; Romance; ,12 January 2001 (USA),6.2,56061,325
A Night at the Roxbury,1998,PG-13,1h 22min,Comedy; Music; Romance; ,2 October 1998 (USA),6.3,55885,254
The Chorus,2004,PG-13,1h 37min,Drama; Music; ,17 March 2004 (France),7.9,55837,124
I'm Not There,2007,R,2h 15min,Biography; Drama; Music; ,7 December 2007 (USA),6.9,55709,238
Pitch Perfect 3,2017,PG-13,1h 33min,Comedy; Music; ,22 December 2017 (USA),5.8,52949,174
Popstar: Never Stop Never Stopping,2016,R,1h 27min,Comedy; Music; ,3 June 2016 (USA),6.7,52196,140
Magic Mike XXL,2015,R,1h 55min,Comedy; Drama; Music; ,1 July 2015 (USA),5.6,50888,143
The Soloist,2009,PG-13,1h 57min,Biography; Drama; Music; ,24 April 2009 (USA),6.7,50593,156
Shine,1996,PG-13,1h 45min,Biography; Drama; Music; ,14 February 1997 (USA),7.7,50286,117
The Producers,1967,PG,1h 28min,Comedy; Music; ,10 November 1968 (USA),7.6,48678,263
Empire Records,1995,PG-13,1h 30min,Comedy; Drama; Music; ,20 October 1995 (USA),6.7,48158,291
Departures,2008,PG-13,2h 10min,Drama; Music; ,19 June 2009 (USA),8.1,47355,150
Flashdance,1983,R,1h 35min,Drama; Music; Romance; ,15 April 1983 (USA),6.2,46132,154
The Runaways,2010,R,1h 46min,Biography; Drama; Music; ,8 April 2010 (Malaysia),6.5,45492,138
"The Adventures of Priscilla, Queen of the Desert",1994,R,1h 44min,Comedy; Music; ,10 August 1994 (USA),7.4,45319,150
Footloose,2011,PG-13,1h 53min,Comedy; Drama; Music; ,14 October 2011 (USA),5.9,45304,146
Climax,2018,R,1h 37min,Drama; Horror; Music; ,19 September 2018 (France),7.1,45193,352
Cold War,2018,R,1h 29min,Drama; History; Music; ,8 June 2018 (Poland),7.6,44833,195
Honey,2003,PG-13,1h 34min,Drama; Music; Romance; ,5 December 2003 (USA),5.4,42673,144
Shall We Dance,2004,PG-13,1h 46min,Comedy; Drama; Music; ,15 October 2004 (USA),6.1,42622,221
Rab Ne Bana Di Jodi,2008,Not Rated,2h 47min,Comedy; Drama; Music; ,12 December 2008 (USA),7.2,42474,147
Rock Star,2001,R,1h 45min,Drama; Music; ,7 September 2001 (USA),6.3,40198,197
The Double Life of Véronique,1991,R,1h 38min,Drama; Fantasy; Music; ,22 November 1991 (USA),7.8,39948,125
Behind The Candelabra,2013,TV-MA,1h 58min,Biography; Drama; Music; ,7 June 2013 (UK),7.0,39655,171
A Hard Day's Night,1964,G,1h 27min,Comedy; Music; ,7 July 1964 (UK),7.6,39081,246
Hustle & Flow,2005,R,1h 56min,Crime; Drama; Music; ,22 July 2005 (USA),7.3,38021,212
Rockstar,2011,Not Rated,2h 39min,Drama; Music; ,11 November 2011 (USA),7.7,37740,168
Eurovision Song Contest: The Story of Fire Saga,2020,PG-13,2h 3min,Comedy; Music; ,26 June 2020 (USA),6.6,37498,857
The Rocker,2008,PG-13,1h 42min,Comedy; Music; ,20 August 2008 (USA),6.2,36300,112
Love & Mercy,2014,PG-13,2h 1min,Biography; Drama; Music; ,19 June 2015 (USA),7.4,34933,160
Mr. Holland's Opus,1995,PG,2h 23min,Drama; Music; ,19 January 1996 (USA),7.3,34755,172
Detroit Rock City,1999,R,1h 35min,Comedy; Music; ,13 August 1999 (USA),6.9,34741,197
Velvet Goldmine,1998,R,1h 58min,Drama; Music; ,23 October 1998 (UK),7.0,33100,324
Happy New Year,2014,Not Rated,3h,Action; Comedy; Music; ,24 October 2014 (USA),5.0,33033,227
Spice World,1997,PG,1h 33min,Comedy; Music; ,23 January 1998 (USA),3.5,32688,266
Captain Corelli's Mandolin,2001,R,2h 11min,Drama; Music; Romance; ,17 August 2001 (USA),5.9,32402,218
Jersey Boys,2014,R,2h 14min,Biography; Drama; Music; ,20 June 2014 (USA),6.8,32133,221
Sweet and Lowdown,1999,PG-13,1h 35min,Comedy; Drama; Music; ,10 March 2000 (USA),7.2,31584,144
The Commitments,1991,R,1h 58min,Comedy; Drama; Music; ,13 September 1991 (USA),7.6,31338,117
Hedwig and the Angry Inch,2001,R,1h 35min,Comedy; Drama; Music; ,31 August 2001 (USA),7.7,31272,236
The Red Violin,1998,R,2h 10min,Drama; Music; Mystery; ,11 June 1999 (USA),7.6,31107,263
54,1998,R,1h 33min,Drama; Music; ,28 August 1998 (USA),5.9,31071,194
Se7en,1995,R,2h 7min,Crime; Drama; Mystery; ,22 September 1995 (USA),8.6,1390231,1460
The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394
Memento,2000,R,1h 53min,Mystery; Thriller; ,25 May 2001 (USA),8.4,1090298,2254
Shutter Island,2010,R,2h 18min,Mystery; Thriller; ,19 February 2010 (USA),8.1,1086350,1269
The Usual Suspects,1995,R,1h 46min,Crime; Mystery; Thriller; ,16 August 1995 (USA),8.5,961814,1355
The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888925,2223
Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825450,1449
Donnie Darko,2001,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0,724912,2276
The Hunger Games: Catching Fire,2013,PG-13,2h 26min,Action; Adventure; Mystery; ,22 November 2013 (USA),7.5,600100,720
The Bourne Ultimatum,2007,PG-13,1h 55min,Action; Mystery; Thriller; ,3 August 2007 (USA),8.0,595435,882
Apocalypse Now,1979,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4,585989,1183
Now You See Me,2013,PG-13,1h 55min,Crime; Mystery; Thriller; ,31 May 2013 (USA),7.3,581644,760
Psycho,1960,R,1h 49min,Horror; Mystery; Thriller; ,8 September 1960 (USA),8.5,580951,1263
Prisoners,2013,R,2h 33min,Crime; Drama; Mystery; ,20 September 2013 (USA),8.1,575040,901
Sherlock Holmes,2009,PG-13,2h 8min,Action; Adventure; Mystery; ,25 December 2009 (USA),7.6,571401,693
Arrival,2016,PG-13,1h 56min,Drama; Mystery; Sci-Fi; ,11 November 2016 (USA),7.9,569760,1861
12 Monkeys,1995,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0,565403,641
Prometheus,2012,R,2h 4min,Adventure; Mystery; Sci-Fi; ,8 June 2012 (USA),7.0,557990,2543
L.A. Confidential,1997,R,2h 18min,Crime; Drama; Mystery; ,19 September 1997 (USA),8.2,518387,710
Oldboy,2003,R,1h 41min,Action; Drama; Mystery; ,21 November 2003 (South Korea),8.4,496687,1000
The Bourne Identity,2002,PG-13,1h 59min,Action; Mystery; Thriller; ,14 June 2002 (USA),7.9,496180,912
Minority Report,2002,PG-13,2h 25min,Action; Crime; Mystery; ,21 June 2002 (USA),7.6,495547,1381
The Hateful Eight,2015,R,2h 48min,Crime; Drama; Mystery; ,30 December 2015 (USA),7.8,493754,1430
Watchmen,2009,R,2h 42min,Action; Drama; Mystery; ,6 March 2009 (USA),7.6,487717,1398
